IdCliente;Fecha Nacimiento;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Crédito Hipotecario;Tiene Crédito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
303;10-03-1957;Trabajador Dependiente;Casado;Enseñanza Básica;No;161000;No;No;Fono Particular;0;No
304;10-03-1949;Jubilado;Casado;Universitario;No;3771000;No;No;Fono Particular;0;No
305;10-03-1952;Jubilado;Casado;Universitario;No;9480000;No;No;Celular;0;Si
306;10-03-1952;Jubilado;Divorciado;Universitario;No;3810000;Si;No;Celular;0;No
307;10-03-1957;Jubilado;Casado;Universitario;No;935000;No;No;Celular;2;Si
308;10-03-1956;Jubilado;Casado;Universitario;No;4912000;No;No;Fono Particular;3;No
309;10-03-1953;Jubilado;Casado;Universitario;No;5539000;No;No;Celular;1;No
310;10-03-1950;Jubilado;Casado;Universitario;No;2575000;No;No;Celular;1;No
311;10-03-1957;Jubilado;Casado;Universitario;No;935000;No;No;Celular;1;No
312;10-03-1953;Jubilado;Casado;Universitario;No;1714000;No;No;Fono Particular;0;Si
313;10-03-1952;Jubilado;Casado;Universitario;No;921000;No;No;Fono Particular;0;Si
314;10-03-1955;Gerente;Casado;Universitario;No;4515000;No;No;Fono Particular;0;No
315;10-03-1956;Jubilado;Casado;Universitario;No;1843000;No;No;Celular;3;Si
316;10-03-1953;Jubilado;Divorciado;Universitario;No;2308000;No;No;Fono Particular;2;No
317;10-03-1957;Jubilado;Casado;Universitario;No;935000;No;No;Celular;3;Si
318;10-03-1951;Jubilado;Casado;Universitario;No;10253000;No;No;Fono Particular;0;No
319;10-03-1955;Jubilado;Casado;Universitario;No;6027000;No;No;Celular;0;No
320;10-03-1950;Jubilado;Casado;Universitario;No;20422000;No;No;Celular;0;No
321;10-03-1949;Jubilado;Casado;Enseñanza Básica;No;0;No;No;Fono Particular;0;No
322;10-03-1952;Jubilado;Casado;Universitario;No;291000;No;No;Celular;0;No
323;10-03-1953;Jubilado;Divorciado;Universitario;No;166000;No;No;Celular;0;No
324;10-03-1956;Jubilado;Casado;Técnico Profesional;No;7819000;No;No;Celular;0;No
325;10-03-1949;Jubilado;Casado;Universitario;No;279000;No;No;Fono Particular;0;No
326;10-03-1951;Jubilado;Divorciado;Universitario;No;4079000;No;No;Celular;0;Si
327;10-03-1950;Jubilado;Casado;Universitario;No;1765000;No;No;Fono Particular;0;Si
328;10-03-1951;Jubilado;Casado;Universitario;No;4286000;No;No;Celular;0;No
329;10-03-1957;Jubilado;Casado;Universitario;No;1124000;No;No;Fono Particular;0;No
330;10-03-1949;Jubilado;Casado;Enseñanza Básica;No;0;No;No;Fono Particular;0;No
331;10-03-1954;Jubilado;Casado;Universitario;No;2894000;No;No;Fono Particular;2;No
332;10-03-1954;Jubilado;Casado;Universitario;No;1742000;No;No;Celular;0;No
333;10-03-1956;Jubilado;Casado;Universitario;No;4912000;No;No;Fono Particular;0;No
334;10-03-1949;Jubilado;Casado;Enseñanza Básica;No;0;No;No;Fono Particular;2;No
335;10-03-1949;Jubilado;Casado;Universitario;No;1413000;No;No;Celular;0;Si
336;10-03-1953;Jubilado;Casado;Universitario;No;5539000;No;No;Celular;3;No
337;10-03-1950;Jubilado;Divorciado;Universitario;No;29080000;No;No;Celular;4;Si
338;11-03-1952;Jubilado;Casado;Universitario;No;1388000;No;No;Celular;3;No
339;11-03-1954;Jubilado;Casado;Universitario;No;508000;No;No;Celular;1;No
340;11-03-1956;Jubilado;Casado;Técnico Profesional;No;519000;No;No;Fono Particular;2;Si
341;11-03-1956;Jubilado;Soltero;Universitario;No;1050000;No;No;Celular;2;Si
342;11-03-1952;Jubilado;Casado;Universitario;No;443000;No;No;Celular;0;No
343;11-03-1952;Jubilado;Casado;Universitario;No;542000;No;No;Celular;5;Si
344;11-03-1954;Jubilado;Casado;Universitario;No;796000;No;No;Celular;2;Si
345;11-03-1951;Jubilado;Casado;Enseñanza Media;No;19000;No;No;Celular;0;No
346;11-03-1957;Jubilado;Casado;Universitario;No;9160000;No;No;Celular;3;No
347;11-03-1956;Jubilado;Soltero;Universitario;No;1050000;No;No;Celular;0;No
348;11-03-1955;Jubilado;Casado;Técnico Profesional;No;3443000;No;No;Fono Particular;0;Si
349;11-03-1957;Jubilado;Casado;Universitario;No;250000;No;No;Fono Particular;0;No
350;11-03-1956;Jubilado;Divorciado;Universitario;No;5028000;No;No;Celular;0;Si
351;11-03-1951;Jubilado;Divorciado;Universitario;No;7111000;Si;No;Celular;0;Si
352;11-03-1951;Jubilado;Casado;Técnico Profesional;No;739000;No;No;Celular;0;Si
353;11-03-1957;Jubilado;Casado;Universitario;No;1843000;No;No;Celular;0;Si
354;11-03-1957;Jubilado;Casado;Universitario;No;934000;No;No;Celular;0;Si
355;11-03-1957;Gerente;Casado;Universitario;No;1609000;No;No;Celular;0;Si
356;11-03-1956;Jubilado;Casado;Técnico Profesional;No;519000;No;No;Fono Particular;1;Si
357;11-03-1951;Jubilado;Casado;Universitario;No;154000;No;No;Celular;0;No
358;11-03-1954;Jubilado;Casado;Universitario;No;5539000;No;No;Fono Particular;0;Si
359;11-03-1953;Jubilado;Divorciado;Universitario;No;1092000;No;No;Celular;0;No
360;11-03-1958;Gerente;Casado;Universitario;No;683000;No;No;Fono Particular;0;No
361;11-03-1951;Jubilado;Casado;Universitario;No;2575000;No;No;Celular;0;No
362;11-03-1956;Jubilado;Casado;Técnico Profesional;No;519000;No;No;Fono Particular;0;No
363;11-03-1952;Jubilado;Casado;Universitario;No;1388000;No;No;Fono Particular;6;No
364;11-03-1956;Jubilado;Casado;Universitario;No;2850000;No;No;Celular;8;Si
365;11-03-1956;Jubilado;Casado;Universitario;No;2850000;No;No;Celular;7;No
366;11-03-1950;Jubilado;Casado;Universitario;No;459000;No;No;Celular;0;Si
367;11-03-1953;Jubilado;Casado;Universitario;No;1641000;Si;No;Celular;0;Si
368;11-03-1952;Jubilado;Casado;Universitario;No;1388000;No;No;Fono Particular;1;Si
369;11-03-1950;Jubilado;Casado;Universitario;No;279000;No;No;Celular;0;No
370;11-03-1956;Jubilado;Casado;Universitario;No;2850000;No;No;Celular;3;No
371;11-03-1954;Jubilado;Casado;Universitario;No;796000;No;No;Celular;3;Si
372;11-03-1951;Jubilado;Divorciado;Universitario;No;7111000;Si;No;Celular;1;No
373;11-03-1956;Jubilado;Casado;Universitario;No;2850000;No;No;Celular;5;No
374;11-03-1957;Jubilado;Casado;Universitario;No;448000;No;No;Celular;1;No
375;11-03-1958;Jubilado;Divorciado;Universitario;No;3203000;No;No;Celular;0;Si
376;11-03-1951;Jubilado;Casado;Universitario;No;253000;No;No;Celular;0;No
377;11-03-1955;Jubilado;Casado;Universitario;No;1292000;No;No;Celular;0;No
378;11-03-1954;Jubilado;Divorciado;Universitario;No;2308000;No;No;Fono Particular;0;Si
379;11-03-1957;Jubilado;Casado;Universitario;No;448000;No;No;Celular;0;Si
380;11-03-1952;Jubilado;Casado;Universitario;No;542000;No;No;Fono Particular;0;No
381;11-03-1954;Jubilado;Casado;Universitario;No;508000;No;No;Celular;0;Si
382;12-03-1957;Jubilado;Casado;Universitario;No;951000;No;Si;Celular;1;Si
383;12-03-1955;Jubilado;Casado;Universitario;No;4657000;No;No;Fono Particular;8;Si
384;12-03-1957;Trabajador Independiente;Casado;Universitario;No;132000;No;No;Celular;0;No
385;12-03-1955;Jubilado;Casado;Universitario;No;796000;No;No;Celular;0;No
386;12-03-1958;Jubilado;Casado;Universitario;No;763000;No;No;Celular;0;Si
387;12-03-1954;Jubilado;Soltero;Técnico Profesional;No;588000;No;Si;Celular;0;No
388;12-03-1957;Trabajador Independiente;Casado;Universitario;No;132000;No;No;Celular;1;No
389;12-03-1951;Jubilado;Casado;Universitario;No;5715000;No;No;Celular;2;Si
390;12-03-1951;Jubilado;Casado;Enseñanza Básica;No;0;No;No;Celular;0;No
391;12-03-1951;Jubilado;Casado;Enseñanza Básica;No;0;No;No;Celular;3;No
392;12-03-1951;Jubilado;Casado;Universitario;No;2304000;No;No;Fono Particular;0;Si
393;12-03-1959;Trabajador Dependiente;Casado;Enseñanza Básica;No;2600000;No;No;Celular;3;Si
394;12-03-1958;Jubilado;Soltero;Universitario;No;1285000;No;No;Fono Particular;7;No
395;12-03-1951;Jubilado;Casado;Universitario;No;0;No;No;Celular;0;No
396;12-03-1954;Jubilado;Casado;Universitario;No;4269000;No;No;Fono Particular;0;No
397;12-03-1951;Jubilado;Casado;Universitario;No;5715000;No;No;Celular;3;Si
398;12-03-1957;Jubilado;Casado;Universitario;No;3561000;No;No;Fono Particular;7;Si
399;12-03-1955;Jubilado;Casado;Universitario;No;4657000;No;No;Celular;16;No
400;12-03-1959;Trabajador Dependiente;Casado;Enseñanza Básica;No;2321000;No;No;Celular;12;Si
401;12-03-1958;Jubilado;Casado;Universitario;No;1978000;No;No;Celular;0;Si
402;12-03-1953;Jubilado;Soltero;Universitario;No;614000;No;No;Celular;0;No
403;12-03-1955;Trabajador Dependiente;Casado;Universitario;No;1165000;No;No;Celular;0;No
404;12-03-1951;Jubilado;Casado;Universitario;No;2079000;No;No;Celular;3;No
405;12-03-1953;Jubilado;Casado;Universitario;No;2000;No;No;Celular;0;No
406;12-03-1952;Jubilado;Casado;Universitario;No;1612000;No;No;Celular;0;Si
407;12-03-1957;Jubilado;Casado;Universitario;No;2850000;No;No;Celular;1;No
408;12-03-1952;Gerente;Casado;Universitario;No;7003000;No;No;Fono Particular;0;No
409;12-03-1956;Jubilado;Casado;Universitario;No;806000;No;No;Celular;0;No
410;12-03-1951;Jubilado;Casado;Universitario;No;17739000;No;No;Celular;0;No
411;12-03-1956;Trabajador Dependiente;Casado;Universitario;No;4415000;No;No;Fono Particular;0;No
412;12-03-1956;Jubilado;Casado;Técnico Profesional;No;1940000;No;No;Fono Particular;0;Si
413;12-03-1955;Jubilado;Casado;Universitario;No;1129000;No;No;Celular;1;Si
414;12-03-1955;Jubilado;Casado;Universitario;No;3856000;No;No;Celular;1;Si
415;12-03-1959;Trabajador Dependiente;Casado;Técnico Profesional;No;413000;No;No;Fono Particular;0;No
416;12-03-1954;Jubilado;Casado;Universitario;No;1533000;No;No;Celular;0;Si
417;12-03-1955;Jubilado;Casado;Universitario;No;4657000;No;No;Celular;5;Si
418;12-03-1951;Jubilado;Divorciado;Enseñanza Básica;No;0;No;No;Fono Particular;0;No
419;12-03-1955;Jubilado;Casado;Universitario;No;1129000;No;No;Celular;0;Si
420;12-03-1952;Jubilado;Casado;Universitario;No;676000;No;No;Celular;0;No
421;12-03-1958;Jubilado;Casado;Universitario;No;6253000;No;No;Fono Particular;0;No
422;12-03-1958;Gerente;Casado;Universitario;No;6199000;No;No;Celular;0;No
423;12-03-1958;Jubilado;Soltero;Universitario;No;1285000;No;No;Fono Particular;2;No
424;12-03-1951;Jubilado;Casado;Enseñanza Media;No;0;No;No;Celular;0;No
425;12-03-1953;Jubilado;Casado;Universitario;No;1388000;No;No;Fono Particular;0;Si
426;12-03-1952;Jubilado;Casado;Universitario;No;3232000;No;No;Celular;0;No
427;12-03-1959;Trabajador Dependiente;Casado;Universitario;No;4130000;No;No;Celular;0;No
428;12-03-1958;Jubilado;Casado;Universitario;No;9160000;No;No;Celular;0;No
429;12-03-1957;Jubilado;Divorciado;Universitario;No;438000;No;No;Celular;0;Si
430;12-03-1951;Jubilado;Casado;Enseñanza Básica;No;0;No;No;Celular;6;No
431;12-03-1958;Jubilado;Soltero;Universitario;No;1285000;No;No;Fono Particular;9;No
432;12-03-1957;Jubilado;Divorciado;Universitario;No;402000;No;No;Celular;0;No
433;12-03-1959;Trabajador Dependiente;Casado;Enseñanza Básica;No;2321000;No;No;Celular;6;No
434;13-03-1957;Jubilado;Divorciado;Técnico Profesional;No;392000;No;No;Fono Particular;0;Si
435;13-03-1955;Jubilado;Casado;Universitario;No;2064000;No;No;Celular;1;No
436;13-03-1957;Trabajador Dependiente;Casado;Universitario;No;3020000;No;No;Fono Particular;3;Si
437;13-03-1959;Trabajador Dependiente;Casado;Universitario;No;29941000;No;No;Fono Particular;3;No
438;13-03-1957;Jubilado;Divorciado;Universitario;No;275000;No;No;Celular;1;No
439;13-03-1954;Jubilado;Casado;Universitario;No;1712000;No;No;Celular;0;Si
440;13-03-1952;Jubilado;Divorciado;Enseñanza Media;No;0;No;No;Celular;1;No
441;13-03-1953;Empresario;Casado;Universitario;No;15265000;No;No;Celular;2;No
442;13-03-1957;Jubilado;Casado;Universitario;No;2651000;No;No;Celular;0;No
443;13-03-1957;Jubilado;Casado;Universitario;No;4388000;No;No;Celular;3;No
444;13-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;2600000;No;No;Celular;1;Si
445;13-03-1952;Jubilado;Casado;Universitario;No;5715000;No;No;Celular;0;Si
446;13-03-1957;Técnico;Casado;Técnico Profesional;No;383000;No;No;Celular;3;No
447;13-03-1958;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;1311000;No;No;Celular;1;Si
448;13-03-1957;Jubilado;Casado;Universitario;No;653000;No;No;Fono Particular;1;Si
449;13-03-1956;Jubilado;Divorciado;Universitario;No;5584000;No;No;Celular;0;Si
450;13-03-1957;Jubilado;Casado;Universitario;No;2651000;No;No;Celular;2;No
451;13-03-1953;Jubilado;Casado;Enseñanza Media;No;91000;No;No;Fono Particular;0;No
452;13-03-1955;Jubilado;Divorciado;Universitario;No;1236000;Si;No;Celular;0;Si
453;13-03-1952;Jubilado;Casado;Universitario;No;14220000;Si;No;Celular;0;Si
454;13-03-1957;Jubilado;Casado;Universitario;No;4847000;No;No;Celular;0;No
455;13-03-1952;Jubilado;Casado;Enseñanza Básica;No;0;No;No;Celular;0;No
456;13-03-1958;Jubilado;Divorciado;Universitario;No;4380000;No;No;Celular;0;Si
457;13-03-1959;Trabajador Dependiente;Soltero;Universitario;No;1285000;No;No;Fono Particular;0;No
458;13-03-1959;Trabajador Dependiente;Casado;Universitario;No;3895000;No;No;Celular;0;No
459;13-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;2600000;No;No;Celular;0;Si
460;13-03-1956;Jubilado;Casado;Universitario;No;1651000;No;No;Celular;0;No
461;13-03-1955;Jubilado;Casado;Enseñanza Media;No;3000;No;No;Celular;1;No
462;13-03-1952;Jubilado;Divorciado;Universitario;No;261000;No;No;Celular;0;No
463;13-03-1956;Gerente;Casado;Universitario;No;13297000;No;No;Celular;2;No
464;13-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;10394000;No;No;Fono Particular;0;No
465;13-03-1956;Jubilado;Casado;Técnico Profesional;No;1741000;No;No;Celular;0;No
466;13-03-1953;Jubilado;Divorciado;Universitario;No;1729000;No;No;Celular;0;Si
467;13-03-1955;Jubilado;Casado;Universitario;No;2064000;No;No;Celular;3;No
468;13-03-1956;Jubilado;Casado;Universitario;No;1696000;No;No;Celular;0;Si
469;13-03-1952;Jubilado;Casado;Universitario;No;2988000;No;No;Fono Particular;0;Si
470;13-03-1954;Jubilado;Casado;Técnico Profesional;No;362000;No;No;Fono Particular;0;No
471;13-03-1958;Jubilado;Casado;Universitario;No;2850000;No;No;Celular;0;Si
472;13-03-1956;Jubilado;Casado;Universitario;No;4657000;No;No;Celular;0;Si
473;13-03-1957;Jubilado;Casado;Universitario;No;653000;No;No;Fono Particular;0;Si
474;13-03-1954;Técnico;Casado;Técnico Profesional;No;353000;No;No;Celular;2;No
475;13-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;3104000;No;No;Fono Particular;1;No
476;13-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;3230000;No;No;Celular;3;Si
477;13-03-1958;Trabajador Independiente;Casado;Enseñanza Media;No;5946000;No;No;Celular;0;No
478;13-03-1952;Jubilado;Casado;Universitario;No;1998000;No;No;Celular;0;No
479;13-03-1959;Trabajador Dependiente;Casado;Universitario;No;2887000;No;No;Celular;0;Si
480;13-03-1957;Jubilado;Casado;Universitario;No;4388000;No;No;Celular;0;Si
481;13-03-1957;Técnico;Casado;Técnico Profesional;No;383000;No;No;Celular;0;Si
482;13-03-1958;Jubilado;Casado;Universitario;No;3561000;No;No;Fono Particular;0;Si
483;13-03-1954;Jubilado;Casado;Universitario;No;2171000;No;No;Celular;0;No
484;13-03-1954;Trabajador Dependiente;Casado;Enseñanza Básica;No;227000;No;No;Celular;0;No
485;13-03-1958;Jubilado;Casado;Universitario;No;951000;No;Si;Celular;0;No
486;13-03-1953;Jubilado;Casado;Universitario;No;1486000;No;No;Fono Particular;0;No
487;13-03-1958;Jubilado;Divorciado;Universitario;No;780000;No;No;Fono Particular;0;No
488;14-03-1954;Jubilado;Casado;Universitario;No;2575000;No;No;Fono Particular;0;Si
489;14-03-1961;Trabajador Dependiente;Casado;Técnico Profesional;No;647000;No;No;Fono Particular;1;No
490;14-03-1955;Jubilado;Casado;Universitario;No;3782000;No;No;Celular;0;No
491;14-03-1958;Jubilado;Divorciado;Universitario;No;383000;No;No;Celular;0;No
492;14-03-1958;Jubilado;Casado;Universitario;No;6422000;No;No;Celular;0;Si
493;14-03-1956;Jubilado;Casado;Técnico Profesional;No;1236000;No;No;Celular;0;No
494;14-03-1958;Jubilado;Casado;Universitario;No;7781000;No;No;Celular;0;No
495;14-03-1954;Gerente;Casado;Universitario;No;5563000;No;No;Celular;0;No
496;14-03-1957;Trabajador Dependiente;Casado;Universitario;No;4000;No;No;Celular;9;No
497;14-03-1957;Jubilado;Divorciado;Universitario;No;4531000;No;No;Celular;0;No
498;14-03-1956;Jubilado;Casado;Universitario;No;1164000;No;No;Fono Particular;2;No
499;14-03-1953;Jubilado;Divorciado;Universitario;No;828000;No;No;Celular;0;No
500;14-03-1959;Trabajador Dependiente;Casado;Enseñanza Básica;No;2346000;No;No;Celular;6;No
501;14-03-1958;Jubilado;Casado;Universitario;No;1310000;No;No;Celular;1;No
502;14-03-1961;Gerente;Casado;Universitario;No;1295000;No;No;Celular;0;No
503;14-03-1956;Jubilado;Casado;Universitario;No;15834000;No;No;Celular;1;No
504;14-03-1958;Jubilado;Casado;Universitario;No;4982000;No;No;Celular;0;No
505;14-03-1957;Jubilado;Casado;Universitario;No;616000;No;No;Celular;1;No
506;14-03-1960;Trabajador Dependiente;Casado;Universitario;No;2815000;No;No;Celular;1;No
507;14-03-1960;Trabajador Dependiente;Casado;Universitario;No;2626000;No;No;Fono Particular;2;No
508;14-03-1961;Trabajador Dependiente;Casado;Enseñanza Básica;No;3230000;No;No;Celular;1;No
509;14-03-1958;Jubilado;Casado;Universitario;No;2795000;No;No;Celular;0;Si
510;14-03-1958;Jubilado;Divorciado;Universitario;No;482000;No;No;Fono Particular;2;Si
511;14-03-1960;Trabajador Dependiente;Casado;Universitario;No;1024000;No;No;Celular;0;No
512;14-03-1960;Trabajador Dependiente;Casado;Técnico Profesional;No;853000;No;No;Celular;0;No
513;14-03-1958;Jubilado;Divorciado;Universitario;No;275000;No;No;Celular;0;No
514;14-03-1957;Gerente;Casado;Universitario;No;13297000;No;No;Celular;0;No
515;14-03-1953;Jubilado;Divorciado;Universitario;No;4572000;No;No;Celular;16;No
516;14-03-1953;Jubilado;Casado;Universitario;No;324000;No;No;Celular;7;No
517;14-03-1953;Jubilado;Casado;Enseñanza Media;No;0;No;No;Celular;5;No
518;14-03-1954;Jubilado;Divorciado;Universitario;No;6850000;No;No;Fono Particular;4;No
519;14-03-1955;Jubilado;Casado;Universitario;No;3782000;No;No;Celular;1;No
520;14-03-1954;Gerente;Casado;Universitario;No;10171000;No;No;Celular;0;No
521;14-03-1954;Empresario;Casado;Universitario;No;15265000;No;No;Celular;0;No
522;14-03-1959;Trabajador Dependiente;Casado;Universitario;No;3075000;No;No;Fono Particular;0;No
523;14-03-1959;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;1311000;No;No;Celular;0;Si
524;14-03-1959;Trabajador Dependiente;Casado;Técnico Profesional;No;4290000;No;No;Fono Particular;0;No
525;14-03-1955;Trabajador Dependiente;Casado;Universitario;No;6797000;No;No;Celular;0;No
526;14-03-1960;Trabajador Dependiente;Casado;Universitario;No;3175000;No;No;Celular;0;No
527;14-03-1958;Jubilado;Casado;Universitario;No;1310000;No;No;Celular;0;No
528;14-03-1961;Trabajador Dependiente;Casado;Universitario;No;44000;No;No;Celular;2;No
529;14-03-1957;Jubilado;Casado;Universitario;No;6538000;No;No;Celular;0;Si
530;14-03-1953;Jubilado;Soltero;Enseñanza Básica;No;0;No;No;Fono Particular;0;No
531;14-03-1956;Jubilado;Casado;Universitario;No;15834000;No;No;Fono Particular;0;No
532;14-03-1958;Jubilado;Casado;Universitario;No;8897000;No;No;Celular;0;No
533;14-03-1961;Trabajador Dependiente;Divorciado;Universitario;No;3104000;No;No;Fono Particular;0;No
534;14-03-1959;Trabajador Dependiente;Casado;Enseñanza Básica;No;2346000;No;No;Celular;2;No
535;14-03-1961;Trabajador Dependiente;Casado;Universitario;No;1853000;No;No;Fono Particular;0;Si
536;14-03-1960;Trabajador Dependiente;Casado;Universitario;No;2626000;No;No;Celular;0;Si
537;14-03-1953;Jubilado;Divorciado;Enseñanza Media;No;0;No;No;Celular;0;No
538;14-03-1956;Jubilado;Casado;Universitario;No;1164000;No;No;Fono Particular;0;No
539;14-03-1957;Jubilado;Casado;Universitario;No;616000;No;No;Celular;0;No
540;14-03-1960;Trabajador Dependiente;Casado;Universitario;No;2815000;No;No;Celular;0;No
541;14-03-1955;Técnico;Casado;Técnico Profesional;No;353000;No;No;Celular;0;No
542;14-03-1956;Jubilado;Casado;Universitario;No;2064000;No;No;Celular;0;No
543;14-03-1961;Trabajador Dependiente;Casado;Universitario;No;2384000;No;No;Celular;0;Si
544;14-03-1958;Trabajador Dependiente;Casado;Universitario;No;3020000;No;No;Fono Particular;1;No
